Дата;Магазин;Город;Товар;Категория;Количество. кг;Стоимость. руб.
10.01.2014;Первый продуктовый;Гусь-Хрустальный;Огурцы;Овощи;12.9;632.1
08.07.2014;Алтын;Ковров;Виноград;Фрукты;1.5;184.5
18.01.2010;Копеечка;Ковров;Огурцы;Овощи;13.8;676.2
16.05.2010;Сельпо;Ковров;Груши;Фрукты;12.9;1006.2
09.10.2013;Копеечка;Ковров;Баклажаны;Овощи;11;1452
03.05.2013;Провиант;Владимир;Яблоки;Фрукты;8.6;593.4
24.12.2012;Полтинник;Гусь-Хрустальный;Виноград;Фрукты;10.3;1266.9
07.03.2010;Росвкус;Владимир;Огурцы;Овощи;5.4;264.6
28.04.2015;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;1.4;68.6
05.07.2012;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;12;828
24.04.2013;Алтын;Ковров;Апельсины;Фрукты;19.3;1235.2
04.12.2011;Росвкус;Владимир;Виноград;Фрукты;2.9;356.7
06.06.2014;Копеечка;Ковров;Огурцы;Овощи;2.4;117.6
01.11.2011;Сельпо;Ковров;Груши;Фрукты;4.4;343.2
29.01.2010;Сельпо;Ковров;Апельсины;Фрукты;8.8;563.2
08.11.2012;Полтинник;Гусь-Хрустальный;Груши;Фрукты;16;1248
20.01.2010;Росвкус;Владимир;Виноград;Фрукты;19.3;2373.9
24.04.2011;Копеечка;Ковров;Огурцы;Овощи;1;49
12.01.2012;Деревенский;Гусь-Хрустальный;Капуста;Овощи;3.7;99.9
17.04.2014;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;7.5;990
10.08.2010;Копеечка;Ковров;Картофель;Овощи;13.6;476
08.09.2011;Авоська;Владимир;Виноград;Фрукты;10;1230
18.12.2010;Росвкус;Владимир;Бананы;Фрукты;15.1;845.6
20.10.2011;Провиант;Владимир;Баклажаны;Овощи;10.6;1399.2
23.04.2011;Алтын;Ковров;Огурцы;Овощи;7.7;377.3
02.05.2013;Копеечка;Ковров;Капуста;Овощи;1.6;43.2
30.01.2012;Провиант;Владимир;Капуста;Овощи;10.4;280.8
21.03.2012;Копеечка;Ковров;Томаты;Овощи;16.6;1328
16.05.2011;Авоська;Владимир;Картофель;Овощи;15.1;528.5
26.06.2014;Деревенский;Гусь-Хрустальный;Груши;Фрукты;15.4;1201.2
08.09.2014;Копеечка;Ковров;Баклажаны;Овощи;3.1;409.2
08.01.2010;Сельпо;Ковров;Апельсины;Фрукты;17.2;1100.8
06.01.2015;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;9.6;1267.2
22.05.2012;Росвкус;Владимир;Апельсины;Фрукты;0.9;57.6
25.08.2013;Первый продуктовый;Гусь-Хрустальный;Капуста;Овощи;7.2;194.4
07.04.2014;Копеечка;Ковров;Огурцы;Овощи;12;588
04.03.2011;Провиант;Владимир;Капуста;Овощи;5;135
07.10.2014;Авоська;Владимир;Апельсины;Фрукты;12.2;780.8
25.01.2012;Копеечка;Ковров;Капуста;Овощи;4.8;129.6
23.03.2013;Авоська;Владимир;Виноград;Фрукты;14.3;1758.9
21.02.2015;Первый продуктовый;Гусь-Хрустальный;Виноград;Фрукты;14.3;1758.9
02.03.2014;Алтын;Ковров;Картофель;Овощи;9.1;318.5
16.06.2013;Копеечка;Ковров;Груши;Фрукты;7.5;585
05.08.2015;Авоська;Владимир;Огурцы;Овощи;17.3;847.7
10.08.2011;Алтын;Ковров;Баклажаны;Овощи;19.8;2613.6
12.06.2012;Деревенский;Гусь-Хрустальный;Томаты;Овощи;1.2;96
11.04.2010;Сельпо;Ковров;Виноград;Фрукты;5.7;701.1
30.04.2015;Алтын;Ковров;Апельсины;Фрукты;17.6;1126.4
12.04.2014;Копеечка;Ковров;Груши;Фрукты;2.6;202.8
17.02.2013;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;17.6;862.4
04.03.2014;Копеечка;Ковров;Бананы;Фрукты;1;56
28.11.2010;Росвкус;Владимир;Груши;Фрукты;18.1;1411.8
08.04.2013;Полтинник;Гусь-Хрустальный;Картофель;Овощи;4.5;157.5
20.06.2012;Первый продуктовый;Гусь-Хрустальный;Огурцы;Овощи;2.8;137.2
26.03.2012;Первый продуктовый;Гусь-Хрустальный;Бананы;Фрукты;12.5;700
01.09.2012;Сельпо;Ковров;Бананы;Фрукты;17.8;996.8
08.03.2010;Полтинник;Гусь-Хрустальный;Томаты;Овощи;3.5;280
16.12.2014;Алтын;Ковров;Картофель;Овощи;11.3;395.5
28.07.2012;Деревенский;Гусь-Хрустальный;Картофель;Овощи;16.5;577.5
18.03.2012;Провиант;Владимир;Баклажаны;Овощи;12.9;1702.8
26.03.2014;Провиант;Владимир;Томаты;Овощи;12.1;968
08.05.2012;Авоська;Владимир;Капуста;Овощи;19.2;518.4
23.07.2015;Копеечка;Ковров;Огурцы;Овощи;16.1;788.9
08.06.2013;Сельпо;Ковров;Картофель;Овощи;18;630
08.11.2013;Алтын;Ковров;Груши;Фрукты;8.1;631.8
21.04.2014;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;8;392
18.11.2010;Авоська;Владимир;Бананы;Фрукты;11.2;627.2
17.01.2012;Авоська;Владимир;Груши;Фрукты;15.6;1216.8
28.06.2010;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;1.7;95.2
05.03.2012;Первый продуктовый;Гусь-Хрустальный;Капуста;Овощи;11.9;321.3
01.08.2010;Копеечка;Ковров;Виноград;Фрукты;2.1;258.3
28.09.2011;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;7.1;347.9
05.12.2014;Авоська;Владимир;Картофель;Овощи;16.6;581
05.03.2013;Авоська;Владимир;Огурцы;Овощи;9.4;460.6
28.11.2011;Первый продуктовый;Гусь-Хрустальный;Томаты;Овощи;0.6;48
14.03.2010;Деревенский;Гусь-Хрустальный;Груши;Фрукты;2.3;179.4
12.07.2012;Росвкус;Владимир;Яблоки;Фрукты;8;552
11.10.2012;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;17.9;2362.8
01.06.2015;Сельпо;Ковров;Груши;Фрукты;5.5;429
01.11.2014;Авоська;Владимир;Капуста;Овощи;19.8;534.6
22.02.2010;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;15.8;1090.2
03.10.2012;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;13.9;681.1
22.08.2015;Провиант;Владимир;Бананы;Фрукты;10;560
06.02.2014;Росвкус;Владимир;Виноград;Фрукты;17.9;2201.7
01.12.2013;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;16.3;912.8
05.04.2010;Деревенский;Гусь-Хрустальный;Груши;Фрукты;6.1;475.8
09.09.2010;Полтинник;Гусь-Хрустальный;Груши;Фрукты;12.2;951.6
06.03.2012;Копеечка;Ковров;Бананы;Фрукты;16.6;929.6
04.11.2010;Первый продуктовый;Гусь-Хрустальный;Груши;Фрукты;8.5;663
12.07.2013;Росвкус;Владимир;Груши;Фрукты;11.8;920.4
26.09.2011;Копеечка;Ковров;Огурцы;Овощи;1.4;68.6
31.05.2011;Росвкус;Владимир;Капуста;Овощи;16.6;448.2
05.04.2012;Полтинник;Гусь-Хрустальный;Томаты;Овощи;10.4;832
10.12.2013;Первый продуктовый;Гусь-Хрустальный;Баклажаны;Овощи;10.4;1372.8
17.06.2014;Авоська;Владимир;Баклажаны;Овощи;14.9;1966.8
24.11.2010;Росвкус;Владимир;Огурцы;Овощи;1.1;53.9
11.05.2011;Росвкус;Владимир;Капуста;Овощи;17.7;477.9
17.06.2010;Алтын;Ковров;Бананы;Фрукты;16;896
17.11.2011;Алтын;Ковров;Капуста;Овощи;2.1;56.7
15.05.2013;Сельпо;Ковров;Баклажаны;Овощи;18.1;2389.2
02.01.2015;Копеечка;Ковров;Груши;Фрукты;17.7;1380.6
23.12.2011;Провиант;Владимир;Огурцы;Овощи;12.6;617.4
02.05.2011;Копеечка;Ковров;Капуста;Овощи;13.4;361.8
15.02.2010;Первый продуктовый;Гусь-Хрустальный;Груши;Фрукты;17.6;1372.8
02.01.2012;Деревенский;Гусь-Хрустальный;Капуста;Овощи;7;189
19.06.2011;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;5.5;269.5
19.07.2015;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;2.6;343.2
10.12.2012;Копеечка;Ковров;Яблоки;Фрукты;7.4;510.6
08.12.2010;Первый продуктовый;Гусь-Хрустальный;Апельсины;Фрукты;5.5;352
15.10.2010;Сельпо;Ковров;Капуста;Овощи;12.7;342.9
18.11.2011;Провиант;Владимир;Капуста;Овощи;18.8;507.6
14.06.2015;Деревенский;Гусь-Хрустальный;Апельсины;Фрукты;1.5;96
14.01.2013;Росвкус;Владимир;Томаты;Овощи;4.1;328
07.10.2011;Алтын;Ковров;Огурцы;Овощи;5;245
13.09.2013;Первый продуктовый;Гусь-Хрустальный;Груши;Фрукты;10.5;819
27.08.2014;Сельпо;Ковров;Баклажаны;Овощи;12.6;1663.2
16.01.2011;Провиант;Владимир;Огурцы;Овощи;9.8;480.2
28.09.2011;Сельпо;Ковров;Баклажаны;Овощи;12;1584
19.02.2012;Сельпо;Ковров;Груши;Фрукты;2.1;163.8
16.07.2012;Провиант;Владимир;Капуста;Овощи;19.8;534.6
04.02.2012;Первый продуктовый;Гусь-Хрустальный;Яблоки;Фрукты;13.9;959.1
09.11.2014;Деревенский;Гусь-Хрустальный;Картофель;Овощи;11.4;399
02.04.2011;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;3;207
17.03.2013;Полтинник;Гусь-Хрустальный;Картофель;Овощи;7;245
22.08.2015;Копеечка;Ковров;Томаты;Овощи;10.6;848
07.03.2011;Алтын;Ковров;Виноград;Фрукты;8.3;1020.9
04.08.2011;Росвкус;Владимир;Огурцы;Овощи;6;294
18.12.2011;Сельпо;Ковров;Апельсины;Фрукты;16.5;1056
19.09.2013;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;5.7;319.2
27.03.2015;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;19;1311
20.03.2015;Авоська;Владимир;Бананы;Фрукты;14.4;806.4
09.08.2010;Копеечка;Ковров;Баклажаны;Овощи;6.6;871.2
28.04.2015;Сельпо;Ковров;Груши;Фрукты;7.3;569.4
17.09.2010;Копеечка;Ковров;Апельсины;Фрукты;11.9;761.6
09.10.2010;Деревенский;Гусь-Хрустальный;Капуста;Овощи;6.3;170.1
10.06.2013;Провиант;Владимир;Апельсины;Фрукты;7;448
05.12.2011;Авоська;Владимир;Груши;Фрукты;5.7;444.6
09.09.2012;Авоська;Владимир;Баклажаны;Овощи;16.1;2125.2
06.06.2011;Копеечка;Ковров;Бананы;Фрукты;10.3;576.8
21.06.2014;Провиант;Владимир;Яблоки;Фрукты;8.2;565.8
29.03.2012;Копеечка;Ковров;Бананы;Фрукты;9.4;526.4
24.06.2010;Полтинник;Гусь-Хрустальный;Груши;Фрукты;9.3;725.4
20.11.2011;Копеечка;Ковров;Картофель;Овощи;1.6;56
22.03.2015;Сельпо;Ковров;Огурцы;Овощи;8.9;436.1
01.05.2010;Авоська;Владимир;Виноград;Фрукты;10.4;1279.2
29.11.2010;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;7.4;510.6
28.02.2013;Копеечка;Ковров;Груши;Фрукты;5.7;444.6
10.02.2011;Первый продуктовый;Гусь-Хрустальный;Капуста;Овощи;7.5;202.5
26.11.2011;Росвкус;Владимир;Груши;Фрукты;4.5;351
27.04.2012;Сельпо;Ковров;Апельсины;Фрукты;8.4;537.6
10.07.2010;Авоська;Владимир;Огурцы;Овощи;18.1;886.9
15.09.2011;Авоська;Владимир;Томаты;Овощи;4.6;368
14.12.2010;Копеечка;Ковров;Баклажаны;Овощи;14.5;1914
28.06.2014;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;7.4;414.4
02.12.2014;Полтинник;Гусь-Хрустальный;Груши;Фрукты;8.8;686.4
09.05.2014;Авоська;Владимир;Томаты;Овощи;6.1;488
25.12.2014;Алтын;Ковров;Капуста;Овощи;9.7;261.9
02.08.2013;Сельпо;Ковров;Картофель;Овощи;11.4;399
17.05.2011;Деревенский;Гусь-Хрустальный;Бананы;Фрукты;13.4;750.4
15.01.2015;Алтын;Ковров;Капуста;Овощи;12.9;348.3
18.05.2010;Алтын;Ковров;Капуста;Овощи;19.1;515.7
06.12.2014;Росвкус;Владимир;Томаты;Овощи;5.9;472
29.10.2013;Деревенский;Гусь-Хрустальный;Капуста;Овощи;19.7;531.9
26.05.2014;Сельпо;Ковров;Яблоки;Фрукты;11.3;779.7
15.07.2013;Росвкус;Владимир;Томаты;Овощи;14.3;1144
13.09.2015;Сельпо;Ковров;Апельсины;Фрукты;6.2;396.8
19.07.2015;Росвкус;Владимир;Бананы;Фрукты;2.3;128.8
07.04.2014;Авоська;Владимир;Виноград;Фрукты;8.5;1045.5
08.08.2011;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;1.5;73.5
12.05.2010;Сельпо;Ковров;Баклажаны;Овощи;13.4;1768.8
02.01.2015;Авоська;Владимир;Картофель;Овощи;3;105
17.04.2013;Авоська;Владимир;Томаты;Овощи;17;1360
11.09.2011;Провиант;Владимир;Баклажаны;Овощи;3.9;514.8
11.02.2014;Деревенский;Гусь-Хрустальный;Капуста;Овощи;13.9;375.3
24.02.2013;Полтинник;Гусь-Хрустальный;Груши;Фрукты;17.7;1380.6
13.07.2013;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;12.9;1702.8
07.09.2011;Сельпо;Ковров;Груши;Фрукты;4.4;343.2
27.05.2010;Полтинник;Гусь-Хрустальный;Томаты;Овощи;5.4;432
11.08.2012;Сельпо;Ковров;Огурцы;Овощи;15.5;759.5
29.12.2012;Росвкус;Владимир;Баклажаны;Овощи;13.3;1755.6
21.08.2014;Деревенский;Гусь-Хрустальный;Бананы;Фрукты;7.7;431.2
23.08.2012;Авоська;Владимир;Бананы;Фрукты;11;616
24.03.2014;Авоська;Владимир;Капуста;Овощи;14;378
24.02.2014;Деревенский;Гусь-Хрустальный;Картофель;Овощи;14.8;518
06.05.2014;Авоська;Владимир;Картофель;Овощи;7;245
11.06.2013;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;8.3;572.7
18.09.2011;Копеечка;Ковров;Томаты;Овощи;2.4;192
02.03.2013;Полтинник;Гусь-Хрустальный;Апельсины;Фрукты;13.1;838.4
29.09.2010;Полтинник;Гусь-Хрустальный;Капуста;Овощи;14.8;399.6
07.11.2012;Первый продуктовый;Гусь-Хрустальный;Капуста;Овощи;10.3;278.1
25.02.2011;Сельпо;Ковров;Яблоки;Фрукты;12.1;834.9
26.11.2011;Сельпо;Ковров;Груши;Фрукты;10;780
22.01.2014;Провиант;Владимир;Картофель;Овощи;9.7;339.5
28.12.2014;Копеечка;Ковров;Бананы;Фрукты;9.2;515.2
28.04.2015;Первый продуктовый;Гусь-Хрустальный;Баклажаны;Овощи;8.7;1148.4
21.01.2011;Провиант;Владимир;Груши;Фрукты;13.1;1021.8
20.12.2011;Сельпо;Ковров;Капуста;Овощи;17.6;475.2
15.07.2014;Полтинник;Гусь-Хрустальный;Груши;Фрукты;4.3;335.4
25.02.2011;Первый продуктовый;Гусь-Хрустальный;Виноград;Фрукты;2.1;258.3
14.12.2013;Первый продуктовый;Гусь-Хрустальный;Яблоки;Фрукты;11;759
19.02.2013;Росвкус;Владимир;Груши;Фрукты;18.8;1466.4
24.01.2011;Алтын;Ковров;Апельсины;Фрукты;9;576
12.10.2013;Деревенский;Гусь-Хрустальный;Бананы;Фрукты;3.6;201.6
09.09.2013;Авоська;Владимир;Апельсины;Фрукты;15;960
05.11.2011;Провиант;Владимир;Яблоки;Фрукты;11.7;807.3
16.11.2011;Деревенский;Гусь-Хрустальный;Капуста;Овощи;15.1;407.7
16.02.2011;Копеечка;Ковров;Апельсины;Фрукты;7;448
02.08.2012;Алтын;Ковров;Яблоки;Фрукты;3;207
24.07.2014;Алтын;Ковров;Виноград;Фрукты;18.1;2226.3
28.07.2013;Сельпо;Ковров;Апельсины;Фрукты;9;576
04.08.2014;Алтын;Ковров;Бананы;Фрукты;14.5;812
08.11.2012;Авоська;Владимир;Апельсины;Фрукты;2.3;147.2
15.12.2011;Копеечка;Ковров;Капуста;Овощи;8.3;224.1
27.06.2013;Росвкус;Владимир;Яблоки;Фрукты;13.8;952.2
10.07.2015;Первый продуктовый;Гусь-Хрустальный;Огурцы;Овощи;3.2;156.8
18.12.2013;Сельпо;Ковров;Груши;Фрукты;14.4;1123.2
29.06.2015;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;13.2;646.8
15.09.2015;Сельпо;Ковров;Огурцы;Овощи;5.3;259.7
12.12.2012;Алтын;Ковров;Томаты;Овощи;11.2;896
07.02.2011;Алтын;Ковров;Яблоки;Фрукты;15.6;1076.4
03.06.2012;Деревенский;Гусь-Хрустальный;Апельсины;Фрукты;18.8;1203.2
11.11.2011;Копеечка;Ковров;Виноград;Фрукты;16.5;2029.5
01.02.2011;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;7.6;524.4
03.06.2015;Копеечка;Ковров;Апельсины;Фрукты;6;384
23.10.2010;Сельпо;Ковров;Томаты;Овощи;15.7;1256
18.02.2012;Алтын;Ковров;Апельсины;Фрукты;7.2;460.8
02.08.2013;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;17.5;857.5
24.08.2011;Авоська;Владимир;Огурцы;Овощи;13.8;676.2
20.07.2011;Авоська;Владимир;Капуста;Овощи;9;243
30.09.2015;Сельпо;Ковров;Огурцы;Овощи;1.9;93.1
16.03.2013;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;14.5;812
24.02.2012;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;15.8;1090.2
10.07.2011;Полтинник;Гусь-Хрустальный;Виноград;Фрукты;17;2091
19.05.2010;Авоська;Владимир;Груши;Фрукты;6.1;475.8
23.04.2010;Алтын;Ковров;Баклажаны;Овощи;4.4;580.8
27.11.2013;Копеечка;Ковров;Апельсины;Фрукты;9.4;601.6
08.07.2010;Алтын;Ковров;Капуста;Овощи;6.8;183.6
15.03.2013;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;11.7;1439.1
08.02.2014;Алтын;Ковров;Апельсины;Фрукты;13.1;838.4
05.02.2012;Алтын;Ковров;Капуста;Овощи;12.7;342.9
26.12.2014;Копеечка;Ковров;Огурцы;Овощи;5.8;284.2
21.12.2012;Провиант;Владимир;Картофель;Овощи;2.2;77
03.05.2011;Копеечка;Ковров;Картофель;Овощи;3;105
29.06.2011;Сельпо;Ковров;Огурцы;Овощи;2.4;117.6
06.06.2011;Сельпо;Ковров;Баклажаны;Овощи;19.4;2560.8
01.09.2015;Алтын;Ковров;Апельсины;Фрукты;10.7;684.8
17.07.2012;Алтын;Ковров;Капуста;Овощи;12.4;334.8
03.06.2012;Копеечка;Ковров;Картофель;Овощи;16;560
29.07.2015;Авоська;Владимир;Томаты;Овощи;19.6;1568
09.12.2011;Сельпо;Ковров;Груши;Фрукты;16.7;1302.6
13.12.2013;Полтинник;Гусь-Хрустальный;Капуста;Овощи;7.4;199.8
27.07.2011;Алтын;Ковров;Бананы;Фрукты;0.7;39.2
06.03.2011;Сельпо;Ковров;Капуста;Овощи;5.9;159.3
25.05.2013;Авоська;Владимир;Яблоки;Фрукты;2.2;151.8
04.08.2011;Копеечка;Ковров;Томаты;Овощи;10.8;864
04.12.2010;Росвкус;Владимир;Груши;Фрукты;14.8;1154.4
28.01.2011;Деревенский;Гусь-Хрустальный;Апельсины;Фрукты;12.6;806.4
04.12.2014;Первый продуктовый;Гусь-Хрустальный;Баклажаны;Овощи;12.8;1689.6
05.02.2012;Копеечка;Ковров;Виноград;Фрукты;8.2;1008.6
12.12.2012;Деревенский;Гусь-Хрустальный;Томаты;Овощи;10.9;872
22.01.2014;Полтинник;Гусь-Хрустальный;Груши;Фрукты;9;702
10.02.2014;Росвкус;Владимир;Яблоки;Фрукты;13.1;903.9
14.05.2014;Росвкус;Владимир;Виноград;Фрукты;17.4;2140.2
11.11.2014;Полтинник;Гусь-Хрустальный;Капуста;Овощи;1.4;37.8
13.08.2015;Деревенский;Гусь-Хрустальный;Томаты;Овощи;8.8;704
25.12.2010;Авоська;Владимир;Баклажаны;Овощи;15.2;2006.4
20.11.2010;Сельпо;Ковров;Баклажаны;Овощи;2.3;303.6
23.10.2010;Росвкус;Владимир;Груши;Фрукты;1.5;117
03.07.2010;Авоська;Владимир;Огурцы;Овощи;13.7;671.3
24.06.2013;Алтын;Ковров;Огурцы;Овощи;13.4;656.6
22.02.2013;Копеечка;Ковров;Груши;Фрукты;14.9;1162.2
10.07.2012;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;15.2;851.2
24.02.2010;Сельпо;Ковров;Яблоки;Фрукты;14.4;993.6
12.01.2015;Сельпо;Ковров;Капуста;Овощи;8.5;229.5
06.10.2012;Деревенский;Гусь-Хрустальный;Картофель;Овощи;6.5;227.5
08.10.2011;Провиант;Владимир;Груши;Фрукты;11.2;873.6
30.08.2010;Провиант;Владимир;Баклажаны;Овощи;3.7;488.4
31.12.2011;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;4.7;324.3
17.08.2013;Сельпо;Ковров;Яблоки;Фрукты;1.9;131.1
25.11.2011;Провиант;Владимир;Картофель;Овощи;12.8;448
30.04.2015;Алтын;Ковров;Огурцы;Овощи;14.2;695.8
26.09.2012;Провиант;Владимир;Томаты;Овощи;6.8;544
15.03.2011;Первый продуктовый;Гусь-Хрустальный;Огурцы;Овощи;15.6;764.4
04.11.2011;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;15.5;759.5
21.11.2012;Авоська;Владимир;Апельсины;Фрукты;18.3;1171.2
04.07.2012;Копеечка;Ковров;Виноград;Фрукты;3.6;442.8
15.12.2012;Сельпо;Ковров;Картофель;Овощи;4.1;143.5
19.09.2013;Первый продуктовый;Гусь-Хрустальный;Огурцы;Овощи;9.2;450.8
02.02.2013;Росвкус;Владимир;Яблоки;Фрукты;1.7;117.3
11.09.2010;Провиант;Владимир;Груши;Фрукты;14.1;1099.8
07.07.2010;Провиант;Владимир;Капуста;Овощи;13.5;364.5
24.02.2010;Алтын;Ковров;Огурцы;Овощи;17.2;842.8
01.05.2010;Авоська;Владимир;Апельсины;Фрукты;11.6;742.4
28.12.2013;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;6.9;338.1
30.10.2010;Сельпо;Ковров;Огурцы;Овощи;8.5;416.5
17.01.2012;Алтын;Ковров;Яблоки;Фрукты;9.7;669.3
15.02.2014;Деревенский;Гусь-Хрустальный;Капуста;Овощи;15.2;410.4
19.09.2015;Провиант;Владимир;Апельсины;Фрукты;5.7;364.8
01.08.2010;Авоська;Владимир;Апельсины;Фрукты;11.1;710.4
13.05.2011;Копеечка;Ковров;Апельсины;Фрукты;12.2;780.8
28.02.2012;Авоська;Владимир;Капуста;Овощи;5.4;145.8
27.09.2012;Провиант;Владимир;Груши;Фрукты;1;78
07.05.2012;Первый продуктовый;Гусь-Хрустальный;Баклажаны;Овощи;7;924
03.02.2012;Сельпо;Ковров;Огурцы;Овощи;1.3;63.7
06.08.2013;Авоська;Владимир;Томаты;Овощи;9.6;768
12.08.2011;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;14.4;993.6
09.01.2010;Деревенский;Гусь-Хрустальный;Бананы;Фрукты;12.7;711.2
12.11.2012;Копеечка;Ковров;Картофель;Овощи;12.6;441
01.02.2010;Первый продуктовый;Гусь-Хрустальный;Апельсины;Фрукты;7.3;467.2
14.01.2010;Копеечка;Ковров;Баклажаны;Овощи;5.9;778.8
10.04.2014;Сельпо;Ковров;Апельсины;Фрукты;4.4;281.6
16.09.2011;Сельпо;Ковров;Бананы;Фрукты;2.7;151.2
07.06.2011;Копеечка;Ковров;Виноград;Фрукты;17.5;2152.5
13.04.2014;Деревенский;Гусь-Хрустальный;Томаты;Овощи;6.5;520
26.09.2012;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;10.5;1386
23.06.2010;Авоська;Владимир;Виноград;Фрукты;15.8;1943.4
16.08.2015;Первый продуктовый;Гусь-Хрустальный;Виноград;Фрукты;10.3;1266.9
08.01.2010;Копеечка;Ковров;Апельсины;Фрукты;13;832
14.10.2014;Копеечка;Ковров;Бананы;Фрукты;16.3;912.8
26.09.2012;Первый продуктовый;Гусь-Хрустальный;Томаты;Овощи;13.9;1112
02.02.2015;Копеечка;Ковров;Баклажаны;Овощи;18.7;2468.4
07.04.2014;Авоська;Владимир;Яблоки;Фрукты;9.7;669.3
13.03.2014;Первый продуктовый;Гусь-Хрустальный;Томаты;Овощи;4.9;392
25.06.2013;Деревенский;Гусь-Хрустальный;Капуста;Овощи;11.6;313.2
25.08.2011;Провиант;Владимир;Виноград;Фрукты;13.4;1648.2
11.12.2011;Первый продуктовый;Гусь-Хрустальный;Огурцы;Овощи;10.9;534.1
01.04.2011;Алтын;Ковров;Апельсины;Фрукты;2.7;172.8
04.06.2011;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;4.8;235.2
27.01.2010;Копеечка;Ковров;Картофель;Овощи;1.7;59.5
12.11.2014;Росвкус;Владимир;Картофель;Овощи;17;595
02.07.2012;Авоська;Владимир;Апельсины;Фрукты;1.9;121.6
11.04.2010;Деревенский;Гусь-Хрустальный;Бананы;Фрукты;3.1;173.6
28.06.2010;Полтинник;Гусь-Хрустальный;Картофель;Овощи;9;315
15.06.2015;Авоська;Владимир;Баклажаны;Овощи;4.2;554.4
05.08.2012;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;12.5;1650
13.11.2010;Алтын;Ковров;Капуста;Овощи;10.6;286.2
13.05.2015;Первый продуктовый;Гусь-Хрустальный;Баклажаны;Овощи;3.5;462
13.07.2011;Авоська;Владимир;Апельсины;Фрукты;16.4;1049.6
22.01.2015;Росвкус;Владимир;Яблоки;Фрукты;12.7;876.3
22.05.2015;Провиант;Владимир;Баклажаны;Овощи;3.3;435.6
20.02.2014;Первый продуктовый;Гусь-Хрустальный;Баклажаны;Овощи;11;1452
11.08.2010;Деревенский;Гусь-Хрустальный;Капуста;Овощи;6.5;175.5
11.11.2011;Сельпо;Ковров;Виноград;Фрукты;0.8;98.4
13.01.2012;Провиант;Владимир;Груши;Фрукты;17.7;1380.6
26.05.2013;Деревенский;Гусь-Хрустальный;Груши;Фрукты;16.1;1255.8
02.12.2013;Авоська;Владимир;Бананы;Фрукты;16.4;918.4
05.12.2011;Росвкус;Владимир;Огурцы;Овощи;12.2;597.8
27.07.2015;Авоська;Владимир;Виноград;Фрукты;3.5;430.5
20.09.2013;Первый продуктовый;Гусь-Хрустальный;Виноград;Фрукты;1.9;233.7
12.01.2015;Росвкус;Владимир;Виноград;Фрукты;12.5;1537.5
22.03.2011;Алтын;Ковров;Капуста;Овощи;11;297
11.02.2012;Сельпо;Ковров;Яблоки;Фрукты;18.1;1248.9
17.12.2013;Провиант;Владимир;Яблоки;Фрукты;7;483
02.11.2012;Провиант;Владимир;Яблоки;Фрукты;13.7;945.3
29.07.2012;Сельпо;Ковров;Томаты;Овощи;11.6;928
09.08.2010;Провиант;Владимир;Баклажаны;Овощи;11.6;1531.2
08.08.2014;Алтын;Ковров;Баклажаны;Овощи;0.6;79.2
01.06.2010;Авоська;Владимир;Апельсины;Фрукты;11.9;761.6
14.09.2010;Авоська;Владимир;Картофель;Овощи;4.6;161
16.11.2012;Полтинник;Гусь-Хрустальный;Капуста;Овощи;18.6;502.2
10.08.2011;Алтын;Ковров;Капуста;Овощи;8;216
10.06.2015;Сельпо;Ковров;Томаты;Овощи;13.3;1064
